cnpj,empresa,setor,cidade,regiao,capital_social,investimento_inicial,anos_atividade,data_abertura,lat,lon
53.599.692/0001-72,Empresa 1734 LTDA,Serviços (MEI),Marabá,Sudeste,23082.51,17762.2,2,2024-04-06,-3.7143968529109976,-54.63130269306973
45.801.952/0001-44,Empresa 7819 LTDA,Tecnologia,Santa Izabel do Pará,Metropolitana,1689661.22,396236.44,18,2008-04-06,-1.3074746515158024,-48.473332108155105
24.415.926/0001-51,Empresa 1600 LTDA,Vestuário,Santa Izabel do Pará,Metropolitana,36305.3,16912.02,13,2013-04-06,-1.4839521039241366,-48.45683285904431
66.969.998/0001-79,Empresa 2242 LTDA,Vestuário,Itaituba,Oeste,16096.5,10305.85,3,2023-04-06,-2.98598627209093,-51.50942521212044
54.193.863/0001-34,Empresa 9803 LTDA,Tecnologia,Barcarena,Nordeste,182965.51,96338.95,16,2010-04-06,-5.903853905925475,-51.24523413666316
98.471.212/0001-15,Empresa 8910 LTDA,Alimentação,Castanhal,Nordeste,73636.11,31365.52,8,2018-04-06,-7.617175986656422,-47.75304858669336
44.195.911/0001-48,Empresa 9574 LTDA,Logística,Breves,Marajó,5785516.7,1671591.03,19,2007-04-06,-5.750197765693498,-52.0979639665035
15.427.597/0001-20,Empresa 6210 LTDA,Serviços (MEI),Benevides,Metropolitana,11380.43,5942.17,6,2020-04-06,-1.390510486735235,-48.44921171650861
13.878.708/0001-41,Empresa 4093 LTDA,Vestuário,Ananindeua,Metropolitana,142593.56,38844.31,14,2012-04-06,-1.328074634694869,-48.43662792176562
22.184.756/0001-24,Empresa 8909 LTDA,Serviços (MEI),Breves,Marajó,3986.08,2349.1,4,2022-04-06,-3.7365259479928117,-55.83129526631337
27.903.973/0001-12,Empresa 2057 LTDA,Serviços (MEI),Marabá,Sudeste,38631.49,12305.45,11,2015-04-06,-5.719061781161261,-50.53973698827393
69.821.586/0001-27,Empresa 1069 LTDA,Serviços (MEI),Soure,Marajó,25524.42,14412.8,9,2017-04-06,-6.241470000655627,-51.39368138092343
11.228.513/0001-41,Empresa 6284 LTDA,Logística,Breves,Marajó,1958481.92,1065881.38,8,2018-04-06,-2.833931773555146,-54.5289304350949
97.825.233/0001-52,Empresa 9456 LTDA,Alimentação,Soure,Marajó,28087.99,10548.45,14,2012-04-06,-7.301267110373496,-54.87045971907024
11.366.256/0001-74,Empresa 8409 LTDA,Vestuário,Itaituba,Oeste,115803.16,63047.89,8,2018-04-06,-4.6012352355360875,-49.13013248569969
62.259.817/0001-18,Empresa 7725 LTDA,Logística,Itaituba,Oeste,1109012.06,291666.65,15,2011-04-06,-7.677390973915065,-50.13490569839303
55.283.290/0001-30,Empresa 2366 LTDA,Serviços (MEI),Breves,Marajó,20441.24,16467.0,3,2023-04-06,-4.922053398298137,-54.06035229023393
79.711.397/0001-63,Empresa 6407 LTDA,Tecnologia,Capanema,Nordeste,647632.37,499010.39,2,2024-04-06,-6.982866910308773,-55.70395945444487
28.908.988/0001-24,Empresa 7805 LTDA,Alimentação,Itaituba,Oeste,14345.81,8138.7,5,2021-04-06,-6.354576901274152,-47.283670099683235
75.801.310/0001-39,Empresa 8046 LTDA,Logística,Capanema,Nordeste,1357010.6,876410.86,5,2021-04-06,-3.280923352737217,-53.853472645897426
72.412.969/0001-86,Empresa 1935 LTDA,Vestuário,Barcarena,Nordeste,53310.64,32500.06,6,2020-04-06,-1.7775546146893433,-49.337861575615065
57.134.162/0001-14,Empresa 5038 LTDA,Tecnologia,Altamira,Oeste,302702.06,177636.31,4,2022-04-06,-1.627482830974774,-53.14926792711389
56.773.992/0001-24,Empresa 4591 LTDA,Tecnologia,Salvaterra,Marajó,390894.67,219418.51,6,2020-04-06,-5.485270922441904,-48.030348702085476
62.220.121/0001-62,Empresa 4903 LTDA,Alimentação,Soure,Marajó,41885.49,17014.25,8,2018-04-06,-6.28820915797817,-46.282589488825465
14.793.185/0001-61,Empresa 9890 LTDA,Alimentação,Redenção,Sudeste,33334.56,14046.79,13,2013-04-06,-3.7903635817386476,-50.824965701327415
59.592.316/0001-80,Empresa 3705 LTDA,Serviços (MEI),Redenção,Sudeste,32628.77,14286.91,12,2014-04-06,-8.607435126474963,-46.747925635880904
24.489.318/0001-37,Empresa 4288 LTDA,Vestuário,Parauapebas,Sudeste,149833.46,67688.52,8,2018-04-06,-3.295458154779082,-49.68443757838257
61.932.880/0001-25,Empresa 5823 LTDA,Tecnologia,Belém,Metropolitana,670081.44,286927.24,14,2012-04-06,-1.4555445152583846,-48.42027331480861
70.703.945/0001-30,Empresa 6245 LTDA,Logística,Salvaterra,Marajó,1050540.29,475250.77,7,2019-04-06,-5.4893820317262865,-55.39396177326235
22.731.107/0001-76,Empresa 8661 LTDA,Vestuário,Castanhal,Nordeste,14876.33,6550.32,10,2016-04-06,-1.3033526488181435,-52.822066237867645
37.870.175/0001-84,Empresa 8143 LTDA,Serviços (MEI),Santarém,Oeste,21827.83,18617.32,2,2024-04-06,-3.5927665406904064,-52.3049676305583
60.821.638/0001-83,Empresa 8991 LTDA,Vestuário,Marabá,Sudeste,185279.19,55759.67,14,2012-04-06,-8.765426020437756,-53.112580132385624
57.536.676/0001-75,Empresa 5955 LTDA,Logística,Marabá,Sudeste,1811070.22,1658300.52,1,2025-04-06,-7.568434351613287,-54.19113086155125
42.885.931/0001-47,Empresa 8176 LTDA,Alimentação,Redenção,Sudeste,96987.89,31409.04,17,2009-04-06,-2.237290132679357,-50.00591697742648
19.643.403/0001-29,Empresa 6961 LTDA,Vestuário,Salvaterra,Marajó,44943.41,34474.34,2,2024-04-06,-2.6731346155341367,-47.162424371877165
69.619.491/0001-80,Empresa 7088 LTDA,Vestuário,Santarém,Oeste,7833.2,4784.36,9,2017-04-06,-5.271554281683235,-53.33822906811899
21.246.692/0001-71,Empresa 4468 LTDA,Logística,Castanhal,Nordeste,2703526.63,722698.66,15,2011-04-06,-8.311982257586116,-48.45693371585934
79.833.400/0001-46,Empresa 9675 LTDA,Vestuário,Marabá,Sudeste,55905.8,38686.98,3,2023-04-06,-6.461654897894984,-55.526688715672044
69.764.552/0001-23,Empresa 7923 LTDA,Serviços (MEI),Parauapebas,Sudeste,10868.41,9323.71,1,2025-04-06,-2.1730224265030476,-52.74500777412105
43.269.790/0001-94,Empresa 6558 LTDA,Tecnologia,Breves,Marajó,658461.18,312472.39,13,2013-04-06,-2.2414789644775723,-49.724702358452234
33.867.247/0001-94,Empresa 6570 LTDA,Tecnologia,Abaetetuba,Nordeste,487887.11,165760.64,10,2016-04-06,-6.02976291494048,-51.89705532528687
60.543.333/0001-64,Empresa 6879 LTDA,Serviços (MEI),Salvaterra,Marajó,13820.75,5724.75,17,2009-04-06,-8.619001841336246,-51.26937576058415
95.932.294/0001-79,Empresa 7227 LTDA,Vestuário,Redenção,Sudeste,59387.86,19311.59,18,2008-04-06,-2.377319785777801,-53.4240713359963
20.138.365/0001-95,Empresa 2402 LTDA,Serviços (MEI),Salvaterra,Marajó,13994.52,9267.48,4,2022-04-06,-6.230657596035202,-46.00543302957846
93.992.974/0001-48,Empresa 8491 LTDA,Alimentação,Itaituba,Oeste,27586.03,11255.56,17,2009-04-06,-1.1594829612934863,-53.79557287041711
15.563.649/0001-19,Empresa 5972 LTDA,Tecnologia,Altamira,Oeste,280631.72,148623.24,14,2012-04-06,-8.267217492031683,-47.65392649908992
37.771.725/0001-18,Empresa 4156 LTDA,Vestuário,Ananindeua,Metropolitana,45348.51,31876.66,4,2022-04-06,-1.3947158757924856,-48.468219366636866
96.299.234/0001-88,Empresa 6423 LTDA,Serviços (MEI),Barcarena,Nordeste,15930.96,5497.01,12,2014-04-06,-5.769390854375283,-48.42014112140117
48.470.738/0001-25,Empresa 6245 LTDA,Logística,Abaetetuba,Nordeste,2957859.62,1213354.27,12,2014-04-06,-6.692945894253157,-49.391971006523825
52.896.805/0001-19,Empresa 6126 LTDA,Alimentação,Abaetetuba,Nordeste,134102.46,43360.66,11,2015-04-06,-7.175517070404645,-52.14160141639128
65.208.729/0001-53,Empresa 8728 LTDA,Serviços (MEI),Altamira,Oeste,8868.91,6692.39,2,2024-04-06,-6.665406175639966,-51.504197751088945
70.689.618/0001-19,Empresa 8172 LTDA,Logística,Marituba,Metropolitana,1137104.93,349579.29,16,2010-04-06,-1.3903717123400088,-48.40977817665579
64.212.891/0001-52,Empresa 6371 LTDA,Tecnologia,Canaã dos Carajás,Sudeste,1039397.46,487409.32,15,2011-04-06,-4.588083346236265,-49.00648433155337
37.625.366/0001-32,Empresa 4439 LTDA,Logística,Soure,Marajó,4803532.58,1179746.04,16,2010-04-06,-7.203442692334084,-49.79956682404734
31.785.923/0001-54,Empresa 5240 LTDA,Serviços (MEI),Marabá,Sudeste,12965.12,7300.53,8,2018-04-06,-8.430510997934247,-54.28528825685959
98.630.310/0001-62,Empresa 9165 LTDA,Tecnologia,Breves,Marajó,798567.74,386593.42,9,2017-04-06,-1.7205020232527186,-51.097177863135414
25.340.934/0001-86,Empresa 7579 LTDA,Logística,Canaã dos Carajás,Sudeste,4864467.91,1924379.63,11,2015-04-06,-8.609446496673273,-50.122988534545925
95.745.525/0001-98,Empresa 5902 LTDA,Alimentação,Salvaterra,Marajó,22319.14,9095.99,11,2015-04-06,-2.1585416581529344,-46.09248810994151
60.361.368/0001-51,Empresa 4125 LTDA,Logística,Redenção,Sudeste,4784135.7,1323344.99,16,2010-04-06,-5.24510813835097,-50.99339418207033
37.694.729/0001-52,Empresa 7150 LTDA,Vestuário,Marabá,Sudeste,145113.99,61893.28,7,2019-04-06,-6.051702888366901,-49.44026511884397
54.860.196/0001-35,Empresa 1283 LTDA,Alimentação,Barcarena,Nordeste,48429.88,33175.75,8,2018-04-06,-2.108215153787735,-47.8058225919253
68.464.148/0001-50,Empresa 3149 LTDA,Alimentação,Belém,Metropolitana,28703.49,14324.14,8,2018-04-06,-1.49810857133969,-48.44669824903218
24.357.943/0001-92,Empresa 9686 LTDA,Tecnologia,Breves,Marajó,741352.33,384617.23,14,2012-04-06,-7.535705757986008,-51.85620602999056
10.427.986/0001-63,Empresa 2519 LTDA,Logística,Barcarena,Nordeste,2357427.2,1502713.16,3,2023-04-06,-5.280044834594637,-52.83992728572257
37.424.794/0001-70,Empresa 1807 LTDA,Vestuário,Ananindeua,Metropolitana,38237.08,28801.82,3,2023-04-06,-1.3228268461884758,-48.51248000291953
17.621.345/0001-26,Empresa 7241 LTDA,Tecnologia,Santarém,Oeste,107370.16,84095.54,5,2021-04-06,-3.098530989509938,-49.99732208439793
22.953.707/0001-16,Empresa 7070 LTDA,Alimentação,Ananindeua,Metropolitana,32143.09,10988.19,17,2009-04-06,-1.412002544135436,-48.36746779457222
66.301.402/0001-89,Empresa 3755 LTDA,Vestuário,Itaituba,Oeste,151783.49,72472.47,17,2009-04-06,-0.019351597730361547,-49.49009730175315
56.247.198/0001-49,Empresa 5672 LTDA,Logística,Salvaterra,Marajó,1698792.23,810349.63,6,2020-04-06,-7.2850040183535425,-55.884145544168874
43.646.231/0001-21,Empresa 6815 LTDA,Tecnologia,Abaetetuba,Nordeste,196633.84,147614.69,6,2020-04-06,-5.246832573542619,-47.46392637852498
20.218.278/0001-93,Empresa 8812 LTDA,Serviços (MEI),Santarém,Oeste,58309.91,19364.56,11,2015-04-06,-1.6089663995008916,-49.62069410151091
92.272.570/0001-62,Empresa 7960 LTDA,Logística,Benevides,Metropolitana,3078720.1,861939.85,14,2012-04-06,-1.3462231442155617,-48.511604946302946
92.639.407/0001-52,Empresa 7925 LTDA,Logística,Altamira,Oeste,203141.12,95935.6,6,2020-04-06,-2.132727467055509,-48.134280870227016
46.739.708/0001-64,Empresa 5770 LTDA,Vestuário,Breves,Marajó,68401.43,38571.3,4,2022-04-06,-0.9730140070404314,-48.08121368241291
62.664.109/0001-11,Empresa 7415 LTDA,Tecnologia,Marabá,Sudeste,845019.57,463551.24,7,2019-04-06,-5.984726790885261,-47.09829735141078
86.179.397/0001-84,Empresa 3035 LTDA,Serviços (MEI),Breves,Marajó,32346.39,11980.13,14,2012-04-06,-0.3474558505203742,-52.55124266455523
64.384.621/0001-52,Empresa 2335 LTDA,Vestuário,Canaã dos Carajás,Sudeste,67789.7,26431.97,16,2010-04-06,-7.396647636334906,-51.344168964473
71.141.505/0001-46,Empresa 6983 LTDA,Logística,Benevides,Metropolitana,1019614.86,783703.51,2,2024-04-06,-1.41126584710815,-48.378535238667716
40.283.861/0001-77,Empresa 6432 LTDA,Alimentação,Parauapebas,Sudeste,133660.02,30407.68,19,2007-04-06,-1.0590432518114206,-47.65389242870058
58.915.984/0001-45,Empresa 5295 LTDA,Alimentação,Redenção,Sudeste,62183.72,34227.47,9,2017-04-06,-3.595105742282173,-48.18177192486845
50.380.578/0001-98,Empresa 5924 LTDA,Serviços (MEI),Itaituba,Oeste,3747.34,3464.74,1,2025-04-06,-5.0348998860204235,-50.44610746795852
19.144.573/0001-61,Empresa 5686 LTDA,Tecnologia,Capanema,Nordeste,951825.97,359054.93,13,2013-04-06,-0.7960592861321203,-51.42888277625063
76.455.899/0001-40,Empresa 7362 LTDA,Alimentação,Abaetetuba,Nordeste,44526.13,25354.42,15,2011-04-06,-3.8036646198913227,-47.030455057488446
94.957.942/0001-78,Empresa 3342 LTDA,Serviços (MEI),Salvaterra,Marajó,8361.61,2475.65,18,2008-04-06,-1.8172643537414643,-54.80460430502503
50.873.578/0001-14,Empresa 4741 LTDA,Alimentação,Soure,Marajó,117861.28,36282.66,17,2009-04-06,-8.735596821646189,-55.40100297923157
80.576.544/0001-84,Empresa 7677 LTDA,Serviços (MEI),Benevides,Metropolitana,2584.67,2241.99,2,2024-04-06,-1.4061268635375674,-48.39179355968954
38.608.958/0001-60,Empresa 2006 LTDA,Vestuário,Castanhal,Nordeste,40132.35,34910.54,2,2024-04-06,-1.3938872031718699,-46.6541888041216
30.875.687/0001-62,Empresa 4544 LTDA,Tecnologia,Barcarena,Nordeste,611424.7,486210.22,5,2021-04-06,-6.74770212035055,-49.89424530227511
34.953.943/0001-42,Empresa 3567 LTDA,Alimentação,Itaituba,Oeste,75027.23,48206.47,3,2023-04-06,-7.381400191141038,-52.209960958889134
81.656.145/0001-11,Empresa 1287 LTDA,Serviços (MEI),Barcarena,Nordeste,18985.66,13960.67,4,2022-04-06,-3.4454318793254064,-50.145998044006646
51.651.990/0001-92,Empresa 5659 LTDA,Vestuário,Soure,Marajó,87824.41,35033.21,8,2018-04-06,-2.1117207496034505,-49.77815053443201
91.143.206/0001-44,Empresa 7071 LTDA,Tecnologia,Salvaterra,Marajó,285561.25,171297.86,9,2017-04-06,-2.6740187203687444,-50.13660377387104
77.718.714/0001-75,Empresa 8688 LTDA,Tecnologia,Capanema,Nordeste,1195120.22,464657.44,8,2018-04-06,-8.003406597551852,-48.15647842732793
80.986.799/0001-78,Empresa 6316 LTDA,Vestuário,Santarém,Oeste,100037.73,72038.01,4,2022-04-06,-4.405864328192754,-49.30461053533654
56.336.570/0001-39,Empresa 9910 LTDA,Alimentação,Soure,Marajó,20722.65,12259.7,12,2014-04-06,-4.896899763122325,-46.23781764273811
44.868.320/0001-86,Empresa 9396 LTDA,Serviços (MEI),Castanhal,Nordeste,23003.8,11024.24,10,2016-04-06,-4.762026701602422,-46.82259949992652
87.776.135/0001-16,Empresa 7298 LTDA,Vestuário,Parauapebas,Sudeste,22231.2,15075.3,8,2018-04-06,-4.4193058801583724,-51.93995726702947
13.819.793/0001-51,Empresa 9039 LTDA,Tecnologia,Marituba,Metropolitana,860318.62,374147.43,19,2007-04-06,-1.4898351909520986,-48.39223248797189
72.737.376/0001-10,Empresa 9646 LTDA,Logística,Santarém,Oeste,1622500.12,543894.98,16,2010-04-06,-4.722360969219322,-51.07820650827625
75.307.633/0001-66,Empresa 4847 LTDA,Serviços (MEI),Marabá,Sudeste,8919.22,6239.54,3,2023-04-06,-4.116144810847969,-54.164702841069264
90.812.663/0001-51,Empresa 6587 LTDA,Alimentação,Soure,Marajó,86667.71,43794.36,14,2012-04-06,-6.554054827549137,-55.89040689904412
70.821.179/0001-32,Empresa 5567 LTDA,Serviços (MEI),Canaã dos Carajás,Sudeste,16154.75,6994.65,9,2017-04-06,-1.347137878270324,-52.4124374375513
25.147.202/0001-67,Empresa 5208 LTDA,Alimentação,Castanhal,Nordeste,57944.17,37574.88,9,2017-04-06,-0.10503053829050657,-54.95275432248777
89.748.705/0001-18,Empresa 3739 LTDA,Vestuário,Ananindeua,Metropolitana,58227.14,18228.29,12,2014-04-06,-1.423095152863509,-48.546724948364876
96.710.764/0001-50,Empresa 7604 LTDA,Tecnologia,Breves,Marajó,243341.4,225114.48,1,2025-04-06,-3.775106431925349,-47.893023305487276
33.190.573/0001-50,Empresa 3638 LTDA,Serviços (MEI),Benevides,Metropolitana,37689.6,16680.35,14,2012-04-06,-1.4561634316991914,-48.49656865851811
87.422.398/0001-21,Empresa 7663 LTDA,Tecnologia,Altamira,Oeste,89259.45,43764.62,8,2018-04-06,-8.1312010338921,-47.36016910054278
19.210.286/0001-50,Empresa 5877 LTDA,Alimentação,Parauapebas,Sudeste,127913.37,31231.14,18,2008-04-06,-2.8971519161217456,-50.119460443001245
17.436.966/0001-87,Empresa 9006 LTDA,Alimentação,Abaetetuba,Nordeste,117807.62,45996.14,9,2017-04-06,-0.5181518204568167,-47.412229162019216
90.408.829/0001-40,Empresa 6791 LTDA,Alimentação,Soure,Marajó,74854.24,34879.44,13,2013-04-06,-3.8613297846691825,-51.62337620440889
96.938.831/0001-27,Empresa 6635 LTDA,Logística,Altamira,Oeste,2912075.89,905380.86,18,2008-04-06,-3.4833372802218205,-54.141243094770374
66.473.158/0001-27,Empresa 3357 LTDA,Logística,Salvaterra,Marajó,2591714.86,1863174.18,2,2024-04-06,-8.234762788481529,-55.03448545502927
27.645.134/0001-45,Empresa 7842 LTDA,Tecnologia,Canaã dos Carajás,Sudeste,1192720.32,486108.51,15,2011-04-06,-5.679495560185256,-55.954887927408684
64.369.459/0001-93,Empresa 5900 LTDA,Serviços (MEI),Castanhal,Nordeste,52237.25,18588.56,14,2012-04-06,-2.601228781968884,-46.69765470603472
25.719.291/0001-83,Empresa 9480 LTDA,Logística,Altamira,Oeste,1523422.83,1272833.73,1,2025-04-06,-5.700125757152707,-53.72156922809453
79.552.950/0001-59,Empresa 5215 LTDA,Tecnologia,Parauapebas,Sudeste,418025.79,143307.47,18,2008-04-06,-1.389179202540845,-49.287077181131245
23.128.781/0001-59,Empresa 8624 LTDA,Logística,Castanhal,Nordeste,580603.47,491415.65,3,2023-04-06,-5.886374623993042,-46.517208829874875
73.580.127/0001-65,Empresa 2739 LTDA,Vestuário,Canaã dos Carajás,Sudeste,290477.62,76749.39,16,2010-04-06,-0.002140639519515375,-46.34900340796937
14.229.878/0001-45,Empresa 3912 LTDA,Serviços (MEI),Capanema,Nordeste,8430.97,6966.33,2,2024-04-06,-3.487912579652243,-46.93185534812932
44.151.158/0001-76,Empresa 8233 LTDA,Alimentação,Capanema,Nordeste,69651.43,30167.84,11,2015-04-06,-3.861307214740239,-49.4317022882001
92.515.466/0001-80,Empresa 6496 LTDA,Alimentação,Benevides,Metropolitana,152542.71,46053.78,15,2011-04-06,-1.4411547111129244,-48.507477133333154
42.702.131/0001-34,Empresa 7793 LTDA,Vestuário,Parauapebas,Sudeste,6917.18,4987.07,5,2021-04-06,-6.875286147579603,-49.6171533944684
47.607.296/0001-68,Empresa 6715 LTDA,Serviços (MEI),Abaetetuba,Nordeste,34469.7,8966.08,16,2010-04-06,-3.3882065135282406,-52.945139072448924
49.837.891/0001-74,Empresa 5185 LTDA,Alimentação,Abaetetuba,Nordeste,60868.22,33500.06,9,2017-04-06,-5.035305255811426,-54.819001324257584
38.823.444/0001-84,Empresa 8768 LTDA,Tecnologia,Santa Izabel do Pará,Metropolitana,558767.36,297222.21,11,2015-04-06,-1.4136752053975987,-48.40413508702868
46.323.801/0001-26,Empresa 1779 LTDA,Logística,Marituba,Metropolitana,4531059.7,1798200.91,13,2013-04-06,-1.3407946499418988,-48.36861454658618
67.222.602/0001-74,Empresa 4851 LTDA,Alimentação,Capanema,Nordeste,63515.61,17902.28,13,2013-04-06,-5.525498483481076,-50.0243564900455
56.605.151/0001-30,Empresa 2321 LTDA,Serviços (MEI),Santa Izabel do Pará,Metropolitana,63512.46,15375.05,16,2010-04-06,-1.3700201745977474,-48.50164497881792
17.680.500/0001-45,Empresa 4471 LTDA,Vestuário,Santa Izabel do Pará,Metropolitana,106644.34,44597.05,8,2018-04-06,-1.4354855617813713,-48.45728875284663
15.984.567/0001-89,Empresa 2484 LTDA,Alimentação,Capanema,Nordeste,46689.66,40362.06,3,2023-04-06,-6.58817779926579,-50.47364875115757
86.206.913/0001-14,Empresa 4522 LTDA,Serviços (MEI),Barcarena,Nordeste,29075.43,14015.01,8,2018-04-06,-8.252566841788884,-48.174554470119546
86.759.703/0001-32,Empresa 7879 LTDA,Vestuário,Salvaterra,Marajó,312784.63,66926.65,19,2007-04-06,-4.600291499254139,-53.63505995784346
64.763.146/0001-16,Empresa 3901 LTDA,Vestuário,Belém,Metropolitana,170713.94,73713.59,8,2018-04-06,-1.4659998497824864,-48.528365768621555
69.511.569/0001-78,Empresa 8563 LTDA,Alimentação,Barcarena,Nordeste,35665.9,17903.85,13,2013-04-06,-0.9675127848458445,-55.75755461072583
28.418.164/0001-21,Empresa 8903 LTDA,Vestuário,Ananindeua,Metropolitana,106372.49,48141.92,7,2019-04-06,-1.3163447240392832,-48.40152244783049
48.366.684/0001-43,Empresa 9426 LTDA,Logística,Barcarena,Nordeste,5111212.82,1308063.0,19,2007-04-06,-2.3481347325289654,-47.09957458259039
15.728.784/0001-66,Empresa 1019 LTDA,Vestuário,Breves,Marajó,223493.49,59290.98,17,2009-04-06,-5.563595177028039,-51.48660943957203
51.445.367/0001-19,Empresa 6085 LTDA,Tecnologia,Parauapebas,Sudeste,410689.47,338019.43,4,2022-04-06,-4.877778146235883,-50.11414863906691
23.627.812/0001-93,Empresa 9902 LTDA,Serviços (MEI),Castanhal,Nordeste,25106.41,7253.21,15,2011-04-06,-3.0033633473145454,-50.06030008924766
97.329.322/0001-95,Empresa 1275 LTDA,Alimentação,Itaituba,Oeste,25183.01,11579.24,14,2012-04-06,-6.719562289256664,-46.297319695317015
39.275.445/0001-71,Empresa 4659 LTDA,Alimentação,Redenção,Sudeste,40444.0,29488.8,4,2022-04-06,-6.001633211418966,-47.415422117082386
70.790.212/0001-68,Empresa 1567 LTDA,Tecnologia,Capanema,Nordeste,73596.65,50283.54,8,2018-04-06,-4.053502588426155,-52.997302261637806
15.903.612/0001-71,Empresa 1591 LTDA,Vestuário,Abaetetuba,Nordeste,104196.75,52865.34,12,2014-04-06,-7.430451787162322,-49.7728203916128
21.621.298/0001-16,Empresa 6840 LTDA,Vestuário,Soure,Marajó,44369.92,28538.86,6,2020-04-06,-7.961346568986903,-49.8711079076555
94.846.309/0001-87,Empresa 6915 LTDA,Serviços (MEI),Castanhal,Nordeste,5256.66,3517.76,4,2022-04-06,-1.6231784934333593,-52.207825836269635
90.279.711/0001-47,Empresa 2909 LTDA,Vestuário,Itaituba,Oeste,114692.47,56049.76,13,2013-04-06,-7.6697957442224345,-46.4053774663495
45.276.455/0001-11,Empresa 5452 LTDA,Alimentação,Santarém,Oeste,118120.48,41636.17,15,2011-04-06,-2.0733838460824545,-46.219909005180604
94.135.770/0001-29,Empresa 5404 LTDA,Alimentação,Soure,Marajó,81381.43,29067.55,14,2012-04-06,-0.26990833309289464,-49.19580812858909
73.613.726/0001-41,Empresa 2962 LTDA,Serviços (MEI),Santa Izabel do Pará,Metropolitana,29204.26,14966.85,10,2016-04-06,-1.4491762591215203,-48.469168658631105
